,beta_name,beta_values,beta_se
3206,_DDdid1_1,3.87231401972613,4.971656379334479
3207,_DDdid1_2,0.03387952141591188,3.1357790784520243
3208,_DDdid1_4,-5.636438721852632,3.7586929226830055
3209,_DDdid1_5,-12.045203514108037,5.26146207233715
3210,_DDdid1_6,-9.384156056514804,6.971081618592766
3211,_DDdid1_7,-9.166913755293946,10.23274255428108
