submissiondate	today	tabletid	duration	a_area	respondent_id	a_village	a_agree	durationintro	a_consent	a_comment	durationconsent	b_educ	b_male	b_residents	b_children	d_maincooking	d_mainlighting	cz1	d_anycharcoal	d_anykerosene	d_anyfirewood	d_anylpg	d_anycandles	d_anysolar	d_anyelec	d_anyphone	d_anyfree	cz2	d_charcoalbuy	d_charcoaluse	d_charcoalfree	d_kerosenebuy	d_kerosenefree	d_firewoodbuy	d_firewoodfree	d_lpgbuy	d_lpgfree	d_candlesbuy	d_candlesfree	d_solarbuy	d_elecbuy	d_phonebuy	c_charcoalfreq	c_charcoalseller	c_charcoalseller_2	c_charcoalseller_3	c_charcoalseller_4	c_charcoalseller_5	c_charcoalseller_6	c_charcoalseller_7	c_charcoalseller_12	c_charcoalseller_8	c_charcoalseller_9	c_charcoalseller_11	c_charcoalseller_13	c_charcoalseller_97	c_charcoalseller_96	c_charcoalseller_other	c_charcoalbought	c_charcoalbought_2	c_charcoalbought_3	c_charcoalbought_4	c_charcoalbought_5	c_charcoalbought_6	c_charcoalbought_7	c_charcoalbought_12	c_charcoalbought_8	c_charcoalbought_9	c_charcoalbought_11	c_charcoalbought_13	c_charcoalbought_97	c_charcoalbought_96	c_charcoalkes	c_charcoalunits	c_charcoalow	c_charcoalhigh	c_buymore	c_buymore_1	c_buymore_2	c_buymore_3	c_buymore_4	c_buymore_5	c_buymore_6	c_buymore_7	c_buymore_8	c_buymore_97	c_buymore_96	c_buymoreother	c_cookstoveprice	c_cookstoveyear	c_cookstovemonth	c_newcookstovewhen	c_newcookstovebuy	c_comment	b_rent	b_occupationself	b_occupationself_96	b_occupationself_1	b_occupationself_7	b_occupationself_33	b_occupationself_81	b_occupationself_82	b_occupationself_83	b_occupationself_84	b_occupationself_8	b_occupationself_9	b_occupationself_10	b_occupationself_32	b_occupationself_11	b_occupationself_12	b_occupationself_13	b_occupationself_14	b_occupationself_15	b_occupationself_16	b_occupationself_17	b_occupationself_18	b_occupationself_19	b_occupationself_199	b_occupationself_20	b_occupationself_21	b_occupationself_22	b_occupationself_23	b_occupationself_71	b_occupationself_72	b_occupationself_73	b_occupationself_74	b_occupationself_75	b_occupationself_79	b_occupationself_24	b_occupationself_25	b_occupationself_26	b_occupationself_27	b_occupationself_28	b_occupationself_29	b_occupationself_30	b_occupationself_31	b_occupationself_2	b_occupationself_3	b_occupationself_4	b_occupationself_5	b_occupationself_6	b_occupationself_61	b_occupationself_99	b_occupationself_50	b_occupationself_97	b_incomeself	b_occupationothers	b_occupationothers_96	b_occupationothers_1	b_occupationothers_7	b_occupationothers_33	b_occupationothers_81	b_occupationothers_82	b_occupationothers_83	b_occupationothers_84	b_occupationothers_8	b_occupationothers_9	b_occupationothers_10	b_occupationothers_32	b_occupationothers_11	b_occupationothers_12	b_occupationothers_13	b_occupationothers_14	b_occupationothers_15	b_occupationothers_16	b_occupationothers_17	b_occupationothers_18	b_occupationothers_19	b_occupationothers_199	b_occupationothers_20	b_occupationothers_21	b_occupationothers_22	b_occupationothers_23	b_occupationothers_71	b_occupationothers_72	b_occupationothers_73	b_occupationothers_74	b_occupationothers_75	b_occupationothers_79	b_occupationothers_24	b_occupationothers_25	b_occupationothers_26	b_occupationothers_27	b_occupationothers_28	b_occupationothers_29	b_occupationothers_30	b_occupationothers_31	b_occupationothers_2	b_occupationothers_3	b_occupationothers_4	b_occupationothers_5	b_occupationothers_6	b_occupationothers_61	b_occupationothers_99	b_occupationothers_50	b_occupationothers_97	b_incomeothers	b_bigpurchase	b_bigpurchase_0	b_bigpurchase_1	b_bigpurchase_11	b_bigpurchase_2	b_bigpurchase_31	b_bigpurchase_32	b_bigpurchase_33	b_bigpurchase_4	b_bigpurchase_5	b_bigpurchase_6	b_bigpurchase_7	b_bigpurchase_8	b_bigpurchase_96	b_bigpurchase_97	g1a	g1a2	g1b	g1b_1	g1b_2	g1b_3	g1b_96	g1c	g1d	g1d_1	g1d_2	g1d_3	g1d_4	g1d_5	g1d_6	g1d_96	g1e	g1e_1	g1e_2	g1e_3	g1e_4	g1e_5	g1e_6	g1e_96	g1f	g1g1	g1g	g1h	g1i	g2d	g2d_1	g2d_2	g2d_3	g2d_4	g2d_5	g2d_6	g2d_7	g2d_8	g2d_9	g2d_10	g2d_97	g2g	g2g_1	g2g_2	g2g_3	g2g_4	g2g_97	g2h	g2h_1	g2h_2	g2h_3	g2h_4	g2h_5	g2h_6	g2h_7	g2h_8	g2h_9	g2h_10	g2h_97	g2i	g2i_1	g2i_2	g2i_3	g2i_4	g2i_5	g2i_6	g2i_7	g2i_8	g2i_9	g2i_10	g2i_97	g2a	g2b	g2b2	g2c	g2e	g2f	d_attributes_easy	d_attributes_taste	d_attributes_smoke	d_attributes_cheap	d_attributes_save	d_attributes_looks	durationsurvey	math1	math2	math3	math4	math5	math6	math7	math8	comment_math	durationmath	d_awareness	d_awareness_0	d_awareness_20	d_awareness_21	d_awareness_22	d_awareness_3	d_awareness_4	d_awareness_5	d_awareness_6	d_awareness_7	d_awareness_8	d_awareness_9	d_awareness_10	d_awareness_97	d_bestthings	d_bestthings_1	d_bestthings_2	d_bestthings_3	d_bestthings_4	d_bestthings_5	d_bestthings_6	d_bestthings_7	d_bestthings_97	d_bestthings_99	d_otherthings	d_taste	d_tastetext	d_jikokoalast	d2_cough_resp	d2_breath_resp	d2_hours_resp	d2_cough_child	d2_breath_child	d2_hours_child	f_health_trad_adult	f_health_trad_child	f_health_longterm	f_health_jikokoa	f_health_work	d_beanmax	d_beanmin	d_beans1a	d_beans2a	d_beans3a	d_beans4a	d_beans5a	d_beans6a	d_beans7a	d_beans8a	d_beans9a	d_beans10a	d_beans11a	d_beans12a	d_beans13a	d_beans14a	d_beans15a	d_beans16a	d_beans17a	d_beans18a	d_beans19a	d_beans20a	d_beans1	d_beans2	d_beans3	d_beans4	d_beans5	d_beans6	d_beans7	d_beans8	d_beans9	d_beans10	d_beans11	d_beans12	d_beans13	d_beans14	d_beans15	d_beans16	d_beans17	d_beans18	d_beans19	d_beans20	d_beanstotal	beans_no20	durationbeliefs	prac_decisions1	prac_decisions2	prac_decisions3	decisions1	decisions2	decisions3	decisions4	decisions5	durationeffort	g_invest	g_outcome	fixed	win	totallose	totalwin	comment_risk	durationrisk	numbersame	durationtotal	instanceid	formdef_version	key
"May 3, 2019 11:31:30 AM"	"May 3, 2019"	"3.544E+14"	4474	"Mathare"	"ae2b5e6"	"Area2"	1	339	1		555	44	0	6	4	3	1	""	1	1	0	0	1	0	1	0	0	""	490	420		140						20			100		2	"96"	0	0	0	0	0	0	0	0	0	0	0	0	1	""	"96"	0	0	0	0	0	0	0	0	0	0	0	0	1	70	2	70	70	"4 6 8"	0	0	0	1	0	1	0	1	0	0	""	350	2018	2	24	1	""	2500	"96"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"199"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	800	"7 8"	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	"96"	0	0	0	1	1	"2"	0	1	0	0	0	0	0	"96"	0	0	0	0	0	0	1	2	0	5	4	4	"10"	0	0	0	0	0	0	0	0	0	1	0	""						"1 6"	1	0	0	0	0	1	0	0	0	0	0	"1 6"	1	0	0	0	0	1	0	0	0	0	0	156			200	1500		2	2	2	3	3	0	1580	105	208	1011.75	1468	1665	-999	935	1197	""	2204	"4 9"	0	0	0	0	0	1	0	0	0	0	1	0	0	"4 5 99"	0	0	0	1	1	0	0	0	1	"Uses less charcoal"	4	""	104	1	0	0	0	0	0	2	2	2	3	0	14600	0	0	0	0	0	0	2	3	3	6	2	3	1									0	0	0	0	0	2	3	3	6	2	3	1	0	0	0	0	0	0	0	0	20		2805	2	11	13	4	7	10	13	17	3112	100	1	300	300	400	700	""	3341	1	4211	"uuid:ae9eeaa1-4889-4483-9823-6df4a7a6a8c5"	1904300329	"uuid:ae9eeaa1-4889-4483-9823-6df4a7a6a8c5"
"May 3, 2019 11:46:37 AM"	"May 3, 2019"	"8.65566E+14"	4680	"Mathare"	"587e826"	"Area2"	1	21	1		881	42	0	6	4	3	1	""	1	0	0	0	1	0	1	0	0	""	980	980								20			100		3	"96"	0	0	0	0	0	0	0	0	0	0	0	0	1	""	"96"	0	0	0	0	0	0	0	0	0	0	0	0	1	70	1	70	70	"2 8"	0	1	0	0	0	0	0	1	0	0	""	350	2018	8	10	2	""	3000	"7"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	"13"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	"6"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	"3"	0	0	1	0	0	"6"	0	0	0	0	0	1	0	"96"	0	0	0	0	0	0	1	1	500	4	2	2	"6 8"	0	0	0	0	0	1	0	1	0	0	0	""						""												"1"	1	0	0	0	0	0	0	0	0	0	0	0	1500	10000				2	1	2	4	3	0	1860	105	208	48	10470	1.730e+11	210	425	-999	""	2499	"3"	0	0	0	0	1	0	0	0	0	0	0	0	0	"1 4"	1	0	0	1	0	0	0	0	0	""	4	""	52	0	0	0	0	0	0	3	3	1	1	70	25550	0	0	0	0	0	0	0	0	2	2	2	2	2	3	0	0	0	3	4	0	0	0	0	0	0	0	0	0	2	2	2	2	2	3	0	0	0	3	4	0	0	20		2985				1	4	9	14	16	3734	200	0	200	600	300	900	""	4118	1	4678	"uuid:48ef0008-e8e2-4d4f-920d-ab40e3d0e986"	1904300329	"uuid:48ef0008-e8e2-4d4f-920d-ab40e3d0e986"
"May 3, 2019 12:43:40 PM"	"May 3, 2019"	"8.65566E+14"	3247	"Mathare"	"26470d4"	"Area2"	1	35	1		295	10	0	4	2	3	1	""	1	0	0	1	0	0	1	0	0	""	490	490						62					125		2	"96"	0	0	0	0	0	0	0	0	0	0	0	0	1	""	"96"	0	0	0	0	0	0	0	0	0	0	0	0	1	70	1	70	70	"2 4 6"	0	1	0	1	0	1	0	0	0	0	""	200	2018	8	28	1	""	6500	"9"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	"75"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	"6"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	"1"	1	0	0	0	1	"96"	0	0	0	0	0	0	1	"96"	0	0	0	0	0	0	1	3	-999	4	2	2	""												"2"	0	1	0	0	0	""												"1"	1	0	0	0	0	0	0	0	0	0	0	0	6000	6000	0			0	0	4	0	4	4	1200	105	208	1011.75	2094	1665	-999	980	913.75	""	1770	"6"	0	0	0	0	0	0	0	1	0	0	0	0	0	"1 5"	1	0	0	0	1	0	0	0	0	""	3	""	156	1	1	0	1	1	0	5	5	1	1	40	14600	0	0	1	1	1	2	2	2	2	1	2	3	3									0	1	1	1	2	2	2	2	1	2	3	3	0	0	0	0	0	0	0	0	20		2208				9	11	7	12	6	2753	0	1	400	0	500	500	""	2957	1	3245	"uuid:d587138e-f2e5-4994-a3d1-a17569ba6f9d"	1904300329	"uuid:d587138e-f2e5-4994-a3d1-a17569ba6f9d"
"May 3, 2019 12:49:41 PM"	"May 3, 2019"	"3.59973E+14"	3853	"Mathare"	"4e4ef1b"	"Area2"	1	15	1		182	3	0	5	0	3	1	""	1	1	0	1	1	0	1	1	0	""	350	350		250				100		30			150	10	3	"11"	0	0	0	0	0	0	0	0	0	1	0	0	0	""	"11"	0	0	0	0	0	0	0	0	0	1	0	0	0	70	2	70	70	"5 6"	0	0	0	0	1	1	0	0	0	0	""	350	2019	2	8	1	""	5000	"81"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	800	"32"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	"6 7"	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	"1"	1	0	0	0	1	"6"	0	0	0	0	0	1	0	"96"	0	0	0	0	0	0	1	1	1500	4	2	2	"1"	1	0	0	0	0	0	0	0	0	0	0	""						""												"1"	1	0	0	0	0	0	0	0	0	0	0	2000	2000	20000	0			0	0	0	3	4	5	1446	105	208	123.5	-999	555	-999	-999	-999	""	2157	"3"	0	0	0	0	1	0	0	0	0	0	0	0	0	"1 5 99"	1	0	0	0	1	0	0	0	1	"Uses less charcoal"	3	"Same will remain the same"	52	0	0	0				2	2	2	1	0	9000	0	0	0	0	2	4	4	7	3													0	0	0	2	4	4	7	3	0	0	0	0	0	0	0	0	0	0	0	0	20		2611	8	4	4	18	21	19	16	15	2872	0	1	400	0	500	500	""	2990	1		"uuid:d8304535-b93d-46a1-b72e-e6d4664bcc89"	1904300329	"uuid:d8304535-b93d-46a1-b72e-e6d4664bcc89"
"May 3, 2019 12:59:55 PM"	"May 3, 2019"	"3.544E+14"	2639	"Mathare"	"b04b4a3"	"Area1"	1	29	1		60	42	0	8	6	3	1	""	1	1	0	0	1	0	1	1	0	""	1400	200		100						20			300	20	1	"96"	0	0	0	0	0	0	0	0	0	0	0	0	1	""	"96"	0	0	0	0	0	0	0	0	0	0	0	0	1	100	1	80	100	"2 4 6 8"	0	1	0	1	0	1	0	1	0	0	""	250	2018	11	52	1	""	2300	"13"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	"21"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-888	"6 7 8"	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	"1 3"	1	0	1	0	0	"6"	0	0	0	0	0	1	0	"2 3"	0	1	1	0	0	0	0	3	-999	5	4	2	"6"	0	0	0	0	0	1	0	0	0	0	0	""						""												"6"	0	0	0	0	0	1	0	0	0	0	0	0	8400	30000				3	0	2	1	5	1	1312	105	208	1011.75	-999	3660	-999	-999	-999	""	1584	"4 6"	0	0	0	0	0	1	0	1	0	0	0	0	0	"1 4 5 7"	1	0	0	1	1	0	1	0	0	""	4	""	156	1	1	2	1	1	0	3	4	2	5	0	30000	0	1	2	1	1	1	8	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	2	1	1	1	8	1	1	1	1	1	1	0	0	0	0	0	0	0	0	20		2119				2	6	10	12	16	2309	400	1	0	1200	100	1300	""	2375	1	2638	"uuid:07880dc5-cf2d-485a-a3ae-36bfaaa6c723"	1904300329	"uuid:07880dc5-cf2d-485a-a3ae-36bfaaa6c723"
"May 3, 2019 12:59:56 PM"	"May 3, 2019"	"3.544E+14"	3346	"Mathare"	"ad4b1cf"	"Area1"	1	15	1		52	42	0	5	3	3	1	""	1	1	0	0	1	0	1	1	0	""	560	80		50						20			50	20	2	"96"	0	0	0	0	0	0	0	0	0	0	0	0	1	""	"96"	0	0	0	0	0	0	0	0	0	0	0	0	1	80	1	60	80	"2 6 8"	0	1	0	0	0	1	0	1	0	0	""	300	2018	11	12	1	""	4000	"7"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	"72"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	"2 6 7 8"	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	"1 3"	1	0	1	0	0	"2 4 6"	0	1	0	1	0	1	0	"6"	0	0	0	0	0	1	0	3	300	5	4	2	"6 97"	0	0	0	0	0	1	0	0	0	0	1	""						""												"1 6"	1	0	0	0	0	1	0	0	0	0	0	0	300	3000		10000	3000	3	0	4	0	2	3	1486	105	208	1011.75	-999	475	3.2	85	-999	""	1725	"3 9"	0	0	0	0	1	0	0	0	0	0	1	0	0	"1 5 7"	1	0	0	0	1	0	1	0	0	""	4	""	52	1	1	0	1	1	0	3	3	2	5	200	13500	0	3	7	0	5	0	0	5	0	0	0	0										3	7	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	20		2186				2	6	10	14	19	2620	50	0	350	150	450	600	""	2795	1	3344	"uuid:d4412d39-e03f-48e4-b098-5c44962d0565"	1904300329	"uuid:d4412d39-e03f-48e4-b098-5c44962d0565"
"May 3, 2019 12:59:58 PM"	"May 3, 2019"	"3.544E+14"	3382	"Mathare"	"a5a086b"	"Area1"	1	15	1		52	3	0	4	2	3	1	""	1	1	0	0	1	0	1	1	0	""	560	80		50						20			75	20	2	"96"	0	0	0	0	0	0	0	0	0	0	0	0	1	""	"96"	0	0	0	0	0	0	0	0	0	0	0	0	1	100	1	80	100	"2 5 6 8"	0	1	0	0	1	1	0	1	0	0	""	200	2016	8	28	1	""	1800	"23"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480	"72"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	"6 7 8"	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	"3"	0	0	1	0	0	"3 4"	0	0	1	1	0	0	0	"2"	0	1	0	0	0	0	0	3	-999	5	4	4	"1 6"	1	0	0	0	0	1	0	0	0	0	0	""						""												"1 6"	1	0	0	0	0	1	0	0	0	0	0	2000	1500	1500			5000	0	0	0	0	12	0	1149	105	208	123500	10470	-999	-999	-999	-999	""	1669	"3 9"	0	0	0	0	1	0	0	0	0	0	1	0	0	"1 5 7"	1	0	0	0	1	0	1	0	0	""	4	""	156	1	0	0	0	0	0	2	3	2	3	0	13500	0	5	5	4	2	2	2	0	0	0	0	0										5	5	4	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20		1903				6	15	18	19	4	2739	100	0	300	300	400	700	""	2784	2	3381	"uuid:e1203756-54d4-4df7-a89b-8c7a3a221b39"	1904300329	"uuid:e1203756-54d4-4df7-a89b-8c7a3a221b39"
"May 3, 2019 2:02:32 PM"	"May 3, 2019"	"8.65566E+14"	4387	"Mathare"	"98e3e87"	"Area2"	1	23	1		695	3	0	3	2	3	1	""	1	1	0	0	0	0	1	0	0	""	1050	1050		100									100		3	"96"	0	0	0	0	0	0	0	0	0	0	0	0	1	""	"96"	0	0	0	0	0	0	0	0	0	0	0	0	1	70	1	70	100	"3 7 8"	0	0	1	0	0	0	1	1	0	0	""	450	2018	6	104	1	""	3800	"7"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	"96"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"6"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	"3"	0	0	1	0	0	"3"	0	0	1	0	0	0	0	"96"	0	0	0	0	0	0	1	1	0	5	5	5	"1"	1	0	0	0	0	0	0	0	0	0	0	""						""												"1"	1	0	0	0	0	0	0	0	0	0	0	0	1500	1500			2000	0	0	0	0	12	0	2333	105	208	-999	-999	-999	302.1	28.3	-999	""	2791	"3 4 7"	0	0	0	0	1	1	0	0	1	0	0	0	0	"1"	1	0	0	0	0	0	0	0	0	""	4	""	104	0	0	0	0	0	0	2	2	1	1	70	25550	0	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	20		2971				20	21	12	5	1	3866	400	0	0	1200	100	1300	""	4228	1	4385	"uuid:661fcc51-4bbe-4b50-a15b-1ff651653d72"	1904300329	"uuid:661fcc51-4bbe-4b50-a15b-1ff651653d72"
"May 3, 2019 2:23:31 PM"	"May 3, 2019"	"3.59973E+14"	4426	"Mathare"	"50aadbc"	"Area2"	1	407	1		593	42	0	5	3	3	1	""	1	1	0	1	1	0	1	1	0	"For light meals she cooks with LPG and Kerosene"	490	490		280				200		80			40	20	2	"96"	0	0	0	0	0	0	0	0	0	0	0	0	1	""	"96"	0	0	0	0	0	0	0	0	0	0	0	0	1	70	2	70	80	"6"	0	0	0	0	0	1	0	0	0	0	""	250	2018	3	12	1	""	5000	"8"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	"31"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	733	"6 8"	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	"3"	0	0	1	0	1	"6"	0	0	0	0	0	1	0	"96"	0	0	0	0	0	0	1	2	0	5	5	5	"6"	0	0	0	0	0	1	0	0	0	0	0	""						"1"	1	0	0	0	0	0	0	0	0	0	0	"1"	1	0	0	0	0	0	0	0	0	0	0	185	500	14000	0			4	0	0	4	4	0	2015	105	280	123.5	-999	-999	-999	-999	-999	"-999"	2471	"9"	0	0	0	0	0	0	0	0	0	0	1	0	0	"5 99"	0	0	0	0	1	0	0	0	1	"Uses less charcoal"	4	""	104	0	0	0	0	0	0	2	2	2	2	0	12775	0	0	1	1	3	3	7	5	0	0	0	0										0	1	1	3	3	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	20		3078		21	18	18	14	9	5	4	3411	50	1	350	150	450	600	""	3726	1	4251	"uuid:dd7fee97-1228-4d6f-b961-d52d14511134"	1904300329	"uuid:dd7fee97-1228-4d6f-b961-d52d14511134"
"May 3, 2019 2:25:40 PM"	"May 3, 2019"	"3.56213E+14"	2651	"Dandora"	"ea6c58a"	"KitareA"	1	44	1		284	44	0	6	4	3	1	""	1	0	0	1	1	0	1	1	0	""	500	500						200		30			50	20	5	"7"	0	0	0	0	0	1	0	0	0	0	0	0	0	""	"96"	0	0	0	0	0	0	0	0	0	0	0	0	1	80	1	80	100	"2 4 8"	0	1	0	1	0	0	0	1	0	0	""	500	2017	11	28	1	""	3000	"8"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	"8"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0 1"	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	"1"	1	0	0	0	0	"1"	1	0	0	0	0	0	0	"1"	1	0	0	0	0	0	0	2	11000	5	2	1	"1"	1	0	0	0	0	0	0	0	0	0	0	""						"6"	0	0	0	0	0	1	0	0	0	0	0	"6"	0	0	0	0	0	1	0	0	0	0	0	2000	4400	3000		90000		2	2	3	2	2	1	1338	105	208	1011.75	2094	1665	490	935	913.75	""	1528	"3 9"	0	0	0	0	1	0	0	0	0	0	1	0	0	"1 5"	1	0	0	0	1	0	0	0	0	""	5	"Less smoke hence better taste"	156	0	0	0	0	0	0	1	1	1	1	0	13000	0	0	0	0	6	0	9	0	5	0	0	0										0	0	0	6	0	9	0	5	0	0	0	0	0	0	0	0	0	0	0	0	20		1831	8	4	14	14	12	7	5	7	2274	100	1	300	300	400	700	""	2442	1	2649	"uuid:1feacb40-9d0a-44c4-8a88-9d8ce13dced5"	1904300329	"uuid:1feacb40-9d0a-44c4-8a88-9d8ce13dced5"
