submissiondate	today	tabletid	duration	a_area	respondent_id	a_village	a_agree	durationintro	a_consent	a_comment	durationconsent	b_educ	b_male	b_residents	b_children	d_maincooking	d_mainlighting	cz1	d_anycharcoal	d_anykerosene	d_anyfirewood	d_anylpg	d_anycandles	d_anysolar	d_anyelec	d_anyphone	d_anyfree	cz2	d_charcoalbuy	d_charcoaluse	d_charcoalfree	d_kerosenebuy	d_kerosenefree	d_firewoodbuy	d_firewoodfree	d_lpgbuy	d_lpgfree	d_candlesbuy	d_candlesfree	d_solarbuy	d_elecbuy	d_phonebuy	c_charcoalfreq	c_charcoalseller	c_charcoalseller_2	c_charcoalseller_3	c_charcoalseller_4	c_charcoalseller_5	c_charcoalseller_6	c_charcoalseller_7	c_charcoalseller_12	c_charcoalseller_8	c_charcoalseller_9	c_charcoalseller_11	c_charcoalseller_13	c_charcoalseller_97	c_charcoalseller_96	c_charcoalseller_other	c_charcoalbought	c_charcoalbought_2	c_charcoalbought_3	c_charcoalbought_4	c_charcoalbought_5	c_charcoalbought_6	c_charcoalbought_7	c_charcoalbought_12	c_charcoalbought_8	c_charcoalbought_9	c_charcoalbought_11	c_charcoalbought_13	c_charcoalbought_97	c_charcoalbought_96	c_charcoalkes	c_charcoalunits	c_charcoalow	c_charcoalhigh	c_buymore	c_buymore_1	c_buymore_2	c_buymore_3	c_buymore_4	c_buymore_5	c_buymore_6	c_buymore_7	c_buymore_8	c_buymore_97	c_buymore_96	c_buymoreother	c_cookstoveprice	c_cookstoveyear	c_cookstovemonth	c_newcookstovewhen	c_newcookstovebuy	c_comment	b_rent	b_occupationself	b_occupationself_96	b_occupationself_1	b_occupationself_7	b_occupationself_33	b_occupationself_81	b_occupationself_82	b_occupationself_83	b_occupationself_84	b_occupationself_8	b_occupationself_9	b_occupationself_10	b_occupationself_32	b_occupationself_11	b_occupationself_12	b_occupationself_13	b_occupationself_14	b_occupationself_15	b_occupationself_16	b_occupationself_17	b_occupationself_18	b_occupationself_19	b_occupationself_199	b_occupationself_20	b_occupationself_21	b_occupationself_22	b_occupationself_23	b_occupationself_71	b_occupationself_72	b_occupationself_73	b_occupationself_74	b_occupationself_75	b_occupationself_79	b_occupationself_24	b_occupationself_25	b_occupationself_26	b_occupationself_27	b_occupationself_28	b_occupationself_29	b_occupationself_30	b_occupationself_31	b_occupationself_2	b_occupationself_3	b_occupationself_4	b_occupationself_5	b_occupationself_6	b_occupationself_61	b_occupationself_99	b_occupationself_50	b_occupationself_97	b_incomeself	b_occupationothers	b_occupationothers_96	b_occupationothers_1	b_occupationothers_7	b_occupationothers_33	b_occupationothers_81	b_occupationothers_82	b_occupationothers_83	b_occupationothers_84	b_occupationothers_8	b_occupationothers_9	b_occupationothers_10	b_occupationothers_32	b_occupationothers_11	b_occupationothers_12	b_occupationothers_13	b_occupationothers_14	b_occupationothers_15	b_occupationothers_16	b_occupationothers_17	b_occupationothers_18	b_occupationothers_19	b_occupationothers_199	b_occupationothers_20	b_occupationothers_21	b_occupationothers_22	b_occupationothers_23	b_occupationothers_71	b_occupationothers_72	b_occupationothers_73	b_occupationothers_74	b_occupationothers_75	b_occupationothers_79	b_occupationothers_24	b_occupationothers_25	b_occupationothers_26	b_occupationothers_27	b_occupationothers_28	b_occupationothers_29	b_occupationothers_30	b_occupationothers_31	b_occupationothers_2	b_occupationothers_3	b_occupationothers_4	b_occupationothers_5	b_occupationothers_6	b_occupationothers_61	b_occupationothers_99	b_occupationothers_50	b_occupationothers_97	b_incomeothers	b_bigpurchase	b_bigpurchase_0	b_bigpurchase_1	b_bigpurchase_11	b_bigpurchase_2	b_bigpurchase_31	b_bigpurchase_32	b_bigpurchase_33	b_bigpurchase_4	b_bigpurchase_5	b_bigpurchase_6	b_bigpurchase_7	b_bigpurchase_8	b_bigpurchase_96	b_bigpurchase_97	g1a	g1a2	g1b	g1b_1	g1b_2	g1b_3	g1b_96	g1c	g1d	g1d_1	g1d_2	g1d_3	g1d_4	g1d_5	g1d_6	g1d_96	g1e	g1e_1	g1e_2	g1e_3	g1e_4	g1e_5	g1e_6	g1e_96	g1f	g1g1	g1g	g1h	g1i	g2d	g2d_1	g2d_2	g2d_3	g2d_4	g2d_5	g2d_6	g2d_7	g2d_8	g2d_9	g2d_10	g2d_97	g2g	g2g_1	g2g_2	g2g_3	g2g_4	g2g_97	g2h	g2h_1	g2h_2	g2h_3	g2h_4	g2h_5	g2h_6	g2h_7	g2h_8	g2h_9	g2h_10	g2h_97	g2i	g2i_1	g2i_2	g2i_3	g2i_4	g2i_5	g2i_6	g2i_7	g2i_8	g2i_9	g2i_10	g2i_97	g2a	g2b	g2b2	g2c	g2e	g2f	d_attributes_easy	d_attributes_taste	d_attributes_smoke	d_attributes_cheap	d_attributes_save	d_attributes_looks	d_alwaystaker	durationsurvey	math1	math2	math3	math4	math5	math6	math7	math8	comment_math	durationmath	d_awareness	d_awareness_0	d_awareness_20	d_awareness_21	d_awareness_22	d_awareness_3	d_awareness_4	d_awareness_5	d_awareness_6	d_awareness_7	d_awareness_8	d_awareness_9	d_awareness_10	d_awareness_97	d_bestthings	d_bestthings_1	d_bestthings_2	d_bestthings_3	d_bestthings_4	d_bestthings_5	d_bestthings_6	d_bestthings_7	d_bestthings_97	d_bestthings_99	d_otherthings	d_taste	d_tastetext	d_jikokoalast	d2_cough_resp	d2_breath_resp	d2_hours_resp	d2_cough_child	d2_breath_child	d2_hours_child	f_health_trad_adult	f_health_trad_child	f_health_longterm	f_health_jikokoa	f_health_work	d_beanmax	d_beanmin	d_beans1a	d_beans2a	d_beans3a	d_beans4a	d_beans5a	d_beans6a	d_beans7a	d_beans8a	d_beans9a	d_beans10a	d_beans11a	d_beans12a	d_beans13a	d_beans14a	d_beans15a	d_beans16a	d_beans17a	d_beans18a	d_beans19a	d_beans20a	d_beans1	d_beans2	d_beans3	d_beans4	d_beans5	d_beans6	d_beans7	d_beans8	d_beans9	d_beans10	d_beans11	d_beans12	d_beans13	d_beans14	d_beans15	d_beans16	d_beans17	d_beans18	d_beans19	d_beans20	d_beanstotal	beans_no20	durationbeliefs	prac_decisions1	prac_decisions2	prac_decisions3	decisions1	decisions2	decisions3	decisions4	decisions5	durationeffort	g_invest	g_outcome	fixed	win	totallose	totalwin	comment_risk	durationrisk	numbersame	durationtotal	instanceid	formdef_version	key
"Apr 18, 2019 10:17:53 AM"	"Apr 18, 2019"	"3.56213E+14"	862	"Mukuru"	"22332fb"	"48AandB"	1	15	1	""	225	3	1	3	1	3	1	""	1	1	0	0	1	0	1	0	0	""	250	250		60						20			0			""														""	""																		""											""						""		""																																																			""																																																			""																							""								""													""												""						""												""																									560									""	560	""														""										""		""																																																									560									560							""	560	1	858	"uuid:17ace7dc-6998-4457-87f0-903220dc7848"	1904172137	"uuid:17ace7dc-6998-4457-87f0-903220dc7848"
"Apr 18, 2019 11:20:21 AM"	"Apr 18, 2019"	"3.59973E+14"	4433	"Mukuru"	"91cbf4e"	"48AandB"	1	31	1	""	451	33	0	4	2	3	33	"Occasionally uses stove"	1	1	0	0	1	0	1	1	0	""	630	630		350						40			100	20	2	"9"	0	0	0	0	0	0	0	0	1	0	0	0	0	"Just avocado and charcoal"	"3 8"	0	1	0	0	0	0	0	1	0	0	0	0	0	90	1	80	90	"2 5"	0	1	0	0	1	0	0	0	0	0	""	350	2018	4	16	1	"Breaking of jiko depends on recklessness and usage"	2800	"96"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"96"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"96"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	96	0	0	0	1	1	"96"	0	0	0	0	0	0	1	"3"	0	0	1	0	0	0	0	2	-999	5	5	5	""												"1"	1	0	0	0	0	"1"	1	0	0	0	0	0	0	0	0	0	0	"10"	0	0	0	0	0	0	0	0	0	1	0	0			0			2	2	2	2	2	2	0	2021	-999	-999	-999	-999	-999	-999	-999	-999	"She doea not know how to calculate"	2021	"3 4"	0	0	0	0	1	1	0	0	0	0	0	0	0	"5"	0	0	0	0	1	0	0	0	0	"Cooks food faster"	4	"Will taste better"	52	0	0	0	1	1	0	4	5	2	4	45	13440	10080									15	3	2										0	0	0	0	0	0	0	0	15	3	2	0	0	0	0	0	0	0	0	0	20		2021	20	20	19	18	19	16	17	15	2021	100	0	300	300	400	700	""	2021	2	4404	"uuid:e522b132-21ad-4895-9731-650651715b5d"	1904172137	"uuid:e522b132-21ad-4895-9731-650651715b5d"
"Apr 18, 2019 12:17:53 PM"	"Apr 18, 2019"	"3.56213E+14"	5210	"Mukuru"	"63ebd28"	"48AandB"	1	57	1	""	289	3	0	4	3	3	1	""	1	0	0	0	0	0	1	0	0	""	300	300											100		3	"96"	0	0	0	0	0	0	0	0	0	0	0	0	1	""	"96"	0	0	0	0	0	0	0	0	0	0	0	0	1	25	2	20	25	"8"	0	0	0	0	0	0	0	1	0	0	"Weekends"	300	2018	1	12	1	""	1700	"7"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	"96"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-888	"7"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	3	0	0	1	0	0	"96"	0	0	0	0	0	0	1	"96"	0	0	0	0	0	0	1	2	1000	2	2	2	""												"2"	0	1	0	0	0	"6"	0	0	0	0	0	1	0	0	0	0	0	"1"	1	0	0	0	0	0	0	0	0	0	0	0	200	5000				2	2	2	2	2	2	0	1695	105	208	1235	1550	3130	570	85	70	""	3067	"7"	0	0	0	0	0	0	0	0	1	0	0	0	0	"1"	1	0	0	0	0	0	0	0	0	"Less charcoal, cooks quickly"	5	""	5	0	1	1	1	1	2	5	5	4	5	150	14400	6000					6	2	2	2	2	2	2	2									0	0	0	0	6	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	20		3892	19	19	19	19	19	19	19	19	4794	50	1	350	150	450	600	""	5063	1	5207	"uuid:e161e86a-4a0c-45d1-b990-68e8559bc02f"	1904172137	"uuid:e161e86a-4a0c-45d1-b990-68e8559bc02f"
"Apr 18, 2019 12:57:34 PM"	"Apr 18, 2019"	"3.59973E+14"	5093	"Mukuru"	"0897f55"	"48AandB"	1	242	1	""	416	3	0	7	4	3	1	"Occasionally uses gas"	1	1	0	1	1	0	1	0	0	""	1400	1400		30				100		50			200		2	"2 8 9"	1	0	0	0	0	0	0	1	1	0	0	0	0	"Raw food,potatoes"	"12 9"	0	0	0	0	0	0	1	0	1	0	0	0	0	100	1	70	100	"2 5"	0	1	0	0	1	0	0	0	0	0	"Ramadhan celebrations"	500	2018	11	52	1	""	8850	"96"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"16"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	"7"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	"3"	0	0	1	0	0	0	0	"3"	0	0	1	0	0	0	0	1	250	5	5	5	"6"	0	0	0	0	0	1	0	0	0	0	0	""						""												"97"	0	0	0	0	0	0	0	0	0	0	1	0	1000	6000			2500	2	3	3	1	2	1	0	2347	105	208	123500	-999	-999	-999	-999	-999	""	2745	"9 97"	0	0	0	0	0	0	0	0	0	0	1	0	1	"99"	0	0	0	0	0	0	0	0	1	"Uses less charcoal"	3	"No difference"	155	0	0	0	0	0	0	1	1	1	1	0	33600	6720						5	3	3	2	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	5	3	3	2	2	2	2	1	0	0	0	0	0	0	0	20		3214	14	21	3	14	21	5	2	14	4244	0	1	400	0	500	500	""	4468	1		"uuid:b878d60e-f3d2-4022-8642-1edb0f0a6817"	1904172137	"uuid:b878d60e-f3d2-4022-8642-1edb0f0a6817"
"Apr 18, 2019 1:52:03 PM"	"Apr 18, 2019"	"3.56213E+14"	3048	"Mukuru"	"78415b0"	"48AandB"	1	15	1	""	196	32	0	4	3	3	7	""	1	0	0	0	1	0	0	1	0	""	400	400								65				80	2	"9 11"	0	0	0	0	0	0	0	0	1	1	0	0	0	""	"9"	0	0	0	0	0	0	0	0	1	0	0	0	0	30	2	30	50	"4 8"	0	0	0	1	0	0	0	1	0	0	""	250	2017	5	52	1	""	1500	"12"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	"96"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"31"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	"3"	0	0	1	0	0	0	0	"3"	0	0	1	0	0	0	0	2	0	5	4	2	"1"	1	0	0	0	0	0	0	0	0	0	0	""						"1"	1	0	0	0	0	0	0	0	0	0	0	"1"	1	0	0	0	0	0	0	0	0	0	0	100	200	5000			8000	3	0	3	3	3	0	0	326	105	208	1011.75	2094	1665	140	950	925	""	326	"9"	0	0	0	0	0	0	0	0	0	0	1	0	0	"1 5 7"	1	0	0	0	1	0	1	0	0	""	3	""	2	0	1	16	0	0	0	5	5	4	1	200	10000	5000					12	5	2	1													0	0	0	0	12	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	20		326	14	9	14	16	14	11	9	19	326	100	1	300	300	400	700	""	326	1	3046	"uuid:dc7e35ca-0492-4ec2-afc6-4b6ef0fb3397"	1904172137	"uuid:dc7e35ca-0492-4ec2-afc6-4b6ef0fb3397"
"Apr 18, 2019 1:56:23 PM"	"Apr 18, 2019"	"8.65566E+14"	6232	"Mukuru"	"b411d2e"	"48AandB"	1	20	1	""	55	44	1	2	1	3	5	""	1	1	0	0	1	0	1	0	0	""	300	300		150						10			125		4	"96"	0	0	0	0	0	0	0	0	0	0	0	0	1	""	"96"	0	0	0	0	0	0	0	0	0	0	0	0	1	50	1	40	50	"8"	0	0	0	0	0	0	0	1	0	0	""	600	2018	11	6	2	""	5000	"7"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	700	"96"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	700	"6"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1	"1"	1	0	0	0	0	0	0	"96"	0	0	0	0	0	0	1	3	-999	5	4	4	"1"	1	0	0	0	0	0	0	0	0	0	0	""						""												"1"	1	0	0	0	0	0	0	0	0	0	0	3000	1500	10000	3000	30000		0	3	3	3	3	0	0	2058	105	208	950	3156	0	550	0	0	""	3041	"21 3"	0	0	1	0	1	0	0	0	0	0	0	0	0	"97"	0	0	0	0	0	0	0	1	0	""	3	""	52	1	0	0	0	0	0	1	1	1	1	0	7800	2600			4	0	0	0	16														0	0	4	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	20		3957	14			14	15	16	9	11	5669	50	0	350	150	450	600	""	6043	1	6230	"uuid:16ea508a-af64-4b84-b09e-a54ffe01ad01"	1904172137	"uuid:16ea508a-af64-4b84-b09e-a54ffe01ad01"
"Apr 18, 2019 1:56:24 PM"	"Apr 18, 2019"	"8.65566E+14"	4345	"Mukuru"	"d88066e"	"48AandB"	1	15	1	""	712	3	0	3	2	3	3	""	1	0	0	0	0	0	1	0	0	""	700	700											126		4	"96"	0	0	0	0	0	0	0	0	0	0	0	0	1	""	"96"	0	0	0	0	0	0	0	0	0	0	0	0	1	90	1	90	100	"4 8"	0	0	0	1	0	0	0	1	0	0	""	250	2017	6	2	1	""	3700	"19"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	"96"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"96"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	96	0	0	0	1	0	"96"	0	0	0	0	0	0	1	"96"	0	0	0	0	0	0	1	3	-999	5	5	5	""												"1 2"	1	1	0	0	0	""												"1"	1	0	0	0	0	0	0	0	0	0	0	0						2	2	1	0	6	1	0	1943	105	208	61.81175	12209250	0	0	0	0	""	2488	"3"	0	0	0	0	1	0	0	0	0	0	0	0	0	"1"	1	0	0	0	0	0	0	0	0	""	5	""	52	0	0	0	0	0	0	2	2	1	2	45	18000	2080		20	0	0	0	0	0	0	0	0	0	0	0	0	0						0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20		2868				21	17	2	3	3	3859	400	0	0	1200	100	1300	""	4168	1	4344	"uuid:d1d1a8aa-aafd-4e04-a5a1-52a852d6360d"	1904172137	"uuid:d1d1a8aa-aafd-4e04-a5a1-52a852d6360d"
"Apr 18, 2019 1:56:25 PM"	"Apr 18, 2019"	"8.65566E+14"	4590	"Mukuru"	"c5610ec"	"48AandB"	1	10	1	""	246	33	0	6	4	3	3	""	1	1	0	0	1	0	1	0	0	""	720	720		350						10			10		2	"3"	0	1	0	0	0	0	0	0	0	0	0	0	0	""	"3"	0	1	0	0	0	0	0	0	0	0	0	0	0	80	1	80	100	"8"	0	0	0	0	0	0	0	1	0	0	""	350	2017	5	16	2	""	4000	"7"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	"199"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	"7"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	96	0	0	0	1	0	"3 4"	0	0	1	1	0	0	0	"4"	0	0	0	1	0	0	0	2	-999	5	4	4	"4"	0	0	0	1	0	0	0	0	0	0	0	""						"97"	0	0	0	0	0	0	0	0	0	0	1	"6"	0	0	0	0	0	1	0	0	0	0	0	0					7000	2	2	2	2	2	2	0	1448	105	208	1965	1.220e+11	1220	430	850	850	""	2029	"3"	0	0	0	0	1	0	0	0	0	0	0	0	0	"2"	0	1	0	0	0	0	0	0	0	""	3	""	104	1	1	0	0	0	0	4	4	4	3	40	14560	7300						2	8	2	2	2	2	2									0	0	0	0	0	2	8	2	2	2	2	2	0	0	0	0	0	0	0	0	20		2378				1	19	6	4	7	3698	100	1	300	300	400	700	""	3708	1	4589	"uuid:66c40084-9650-4ef2-bf42-affd95ba2fdf"	1904172137	"uuid:66c40084-9650-4ef2-bf42-affd95ba2fdf"
"Apr 18, 2019 2:40:26 PM"	"Apr 18, 2019"	"3.59973E+14"	5154	"Mukuru"	"9c388bb"	"48AandB"	1	85	1	""	683	97	0	5	3	3	1	"Uses gas very few times when preparing light meals"	1	1	0	1	1	0	1	0	0	""	500	500		100				100		20			200		9	"96"	0	0	0	0	0	0	0	0	0	0	0	0	1	"She gets her sack of charcoal from the husband if not she buys near her, the shop owner only sells charcoal"	"3 9"	0	1	0	0	0	0	0	0	1	0	0	0	0	100	1	100	1000	"5 97"	0	0	0	0	1	0	0	0	1	0	"Thanking God for my pregnancy"	500	2013	11	104	1	"She has had one jiko since 2013 she hardly buys new ones"	8000	"96"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"199"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2500	"8"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	96	0	0	0	1	0	"96"	0	0	0	0	0	0	1	"96"	0	0	0	0	0	0	1	1	-999	5	5	4	""												"2"	0	1	0	0	0	""												"1"	1	0	0	0	0	0	0	0	0	0	0	0						2	2	3	1	2	2	0	3028	-999	-999	-999	-999	-999	-999	-999	-999	"She never attended school due to family problems"	3091	"6"	0	0	0	0	0	0	0	1	0	0	0	0	0	"4 5"	0	0	0	1	1	0	0	0	0	""	4	""	156	0	0	0	1	1	0	1	1	1	1	0	2400	1200	10	10																			10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20		3457	20	19	17	19	18	17	15	16	4043	100	1	300	300	400	700	""	4255	1		"uuid:ce38bce4-4ee9-4578-b4e1-22e3cd905116"	1904172137	"uuid:ce38bce4-4ee9-4578-b4e1-22e3cd905116"
"Apr 18, 2019 2:43:24 PM"	"Apr 18, 2019"	"3.544E+14"	6589	"Mukuru"	"2d90edf"	"48AandB"	1	33	1	""	582	96	0	10	7	3	1	""	1	1	0	0	1	0	1	0	0	""	700	700		210						10			400		2	"9 11"	0	0	0	0	0	0	0	0	1	1	0	0	0	""	"11"	0	0	0	0	0	0	0	0	0	1	0	0	0	100	1	100	100	"97"	0	0	0	0	0	0	0	0	1	0	"She uses the same amount of charcoal throughout"	700	2014	98	1	1	""	3500	"96"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"14"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	"32"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	96	0	0	0	1	0	"4"	0	0	0	1	0	0	0	"96"	0	0	0	0	0	0	1	1	0	5	5	4	"6"	0	0	0	0	0	1	0	0	0	0	0	""						""												"6"	0	0	0	0	0	1	0	0	0	0	0						500	1	0	4	1	6	0	0	4552	0	0	0	0	0	0	0	0	"Respondent can't attempt to any calculation"	4695	"3 9"	0	0	0	0	1	0	0	0	0	0	1	0	0	"1 5"	1	0	0	0	1	0	0	0	0	""	3	""	208	0	0	0	0	0	0	3	3	3	2	0	2600	2000		8	12																		0	8	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20		5365	6	17	21	21	21	17	17	21	6219	0	0	400	0	500	500	""	6321	2	6582	"uuid:ffcbcd4d-2561-4a78-86ea-8ff76c39aca5"	1904172137	"uuid:ffcbcd4d-2561-4a78-86ea-8ff76c39aca5"
