submissiondate	today	tabletid	duration	a_area	respondent_id	a_agree	durationintro	a_consent	a_comment	durationconsent	b_educ	b_male	b_residents	b_children	d_maincooking	d_mainlighting	cz1	d_anycharcoal	d_anykerosene	d_anyfirewood	d_anylpg	d_anycandles	d_anysolar	d_anyelec	d_anyphone	d_anyfree	cz2	d_charcoalbuy	d_charcoaluse	d_charcoalfree	d_kerosenebuy	d_kerosenefree	d_firewoodbuy	d_firewoodfree	d_lpgbuy	d_lpgfree	d_candlesbuy	d_candlesfree	d_solarbuy	d_elecbuy	d_phonebuy	c_charcoalfreq	c_charcoalseller	c_charcoalseller_2	c_charcoalseller_3	c_charcoalseller_4	c_charcoalseller_5	c_charcoalseller_6	c_charcoalseller_7	c_charcoalseller_12	c_charcoalseller_8	c_charcoalseller_9	c_charcoalseller_11	c_charcoalseller_13	c_charcoalseller_97	c_charcoalseller_96	c_charcoalseller_other	c_charcoalbought	c_charcoalbought_2	c_charcoalbought_3	c_charcoalbought_4	c_charcoalbought_5	c_charcoalbought_6	c_charcoalbought_7	c_charcoalbought_12	c_charcoalbought_8	c_charcoalbought_9	c_charcoalbought_11	c_charcoalbought_13	c_charcoalbought_97	c_charcoalbought_96	c_charcoalkes	c_charcoalunits	c_charcoalow	c_charcoalhigh	c_buymore	c_buymore_1	c_buymore_2	c_buymore_3	c_buymore_4	c_buymore_5	c_buymore_6	c_buymore_7	c_buymore_8	c_buymore_97	c_buymore_96	c_buymoreother	c_cookstoveprice	c_cookstoveyear	c_cookstovemonth	c_newcookstovewhen	c_newcookstovebuy	c_comment	b_rent	b_occupationself	b_occupationself_96	b_occupationself_1	b_occupationself_7	b_occupationself_33	b_occupationself_81	b_occupationself_82	b_occupationself_83	b_occupationself_84	b_occupationself_8	b_occupationself_9	b_occupationself_10	b_occupationself_32	b_occupationself_11	b_occupationself_12	b_occupationself_13	b_occupationself_14	b_occupationself_15	b_occupationself_16	b_occupationself_17	b_occupationself_18	b_occupationself_19	b_occupationself_199	b_occupationself_20	b_occupationself_21	b_occupationself_22	b_occupationself_23	b_occupationself_71	b_occupationself_72	b_occupationself_73	b_occupationself_74	b_occupationself_75	b_occupationself_79	b_occupationself_24	b_occupationself_25	b_occupationself_26	b_occupationself_27	b_occupationself_28	b_occupationself_29	b_occupationself_30	b_occupationself_31	b_occupationself_2	b_occupationself_3	b_occupationself_4	b_occupationself_5	b_occupationself_6	b_occupationself_61	b_occupationself_99	b_occupationself_50	b_occupationself_97	b_incomeself	b_occupationothers	b_occupationothers_96	b_occupationothers_1	b_occupationothers_7	b_occupationothers_33	b_occupationothers_81	b_occupationothers_82	b_occupationothers_83	b_occupationothers_84	b_occupationothers_8	b_occupationothers_9	b_occupationothers_10	b_occupationothers_32	b_occupationothers_11	b_occupationothers_12	b_occupationothers_13	b_occupationothers_14	b_occupationothers_15	b_occupationothers_16	b_occupationothers_17	b_occupationothers_18	b_occupationothers_19	b_occupationothers_199	b_occupationothers_20	b_occupationothers_21	b_occupationothers_22	b_occupationothers_23	b_occupationothers_71	b_occupationothers_72	b_occupationothers_73	b_occupationothers_74	b_occupationothers_75	b_occupationothers_79	b_occupationothers_24	b_occupationothers_25	b_occupationothers_26	b_occupationothers_27	b_occupationothers_28	b_occupationothers_29	b_occupationothers_30	b_occupationothers_31	b_occupationothers_2	b_occupationothers_3	b_occupationothers_4	b_occupationothers_5	b_occupationothers_6	b_occupationothers_61	b_occupationothers_99	b_occupationothers_50	b_occupationothers_97	b_incomeothers	b_bigpurchase	b_bigpurchase_0	b_bigpurchase_1	b_bigpurchase_11	b_bigpurchase_2	b_bigpurchase_31	b_bigpurchase_32	b_bigpurchase_33	b_bigpurchase_4	b_bigpurchase_5	b_bigpurchase_6	b_bigpurchase_7	b_bigpurchase_8	b_bigpurchase_96	b_bigpurchase_97	g1a	g1a2	g1b	g1b_1	g1b_2	g1b_3	g1b_96	g1c	g1d	g1d_1	g1d_2	g1d_3	g1d_4	g1d_5	g1d_6	g1d_96	g1e	g1e_1	g1e_2	g1e_3	g1e_4	g1e_5	g1e_6	g1e_96	g1f	g1g1	g1g	g1h	g1i	g2d	g2d_1	g2d_2	g2d_3	g2d_4	g2d_5	g2d_6	g2d_7	g2d_8	g2d_9	g2d_10	g2d_97	g2g	g2g_1	g2g_2	g2g_3	g2g_4	g2g_97	g2h	g2h_1	g2h_2	g2h_3	g2h_4	g2h_5	g2h_6	g2h_7	g2h_8	g2h_9	g2h_10	g2h_97	g2i	g2i_1	g2i_2	g2i_3	g2i_4	g2i_5	g2i_6	g2i_7	g2i_8	g2i_9	g2i_10	g2i_97	g2a	g2b	g2b2	g2c	g2e	g2f	d_attributes_easy	d_attributes_taste	d_attributes_smoke	d_attributes_cheap	d_attributes_save	d_attributes_looks	d_alwaystaker	durationsurvey	math1	math2	math3	math4	math5	math6	math7	math8	comment_math	durationmath	d_awareness	d_awareness_0	d_awareness_20	d_awareness_21	d_awareness_22	d_awareness_3	d_awareness_4	d_awareness_5	d_awareness_6	d_awareness_7	d_awareness_8	d_awareness_9	d_awareness_10	d_awareness_97	d_bestthings	d_bestthings_1	d_bestthings_2	d_bestthings_3	d_bestthings_4	d_bestthings_5	d_bestthings_6	d_bestthings_7	d_bestthings_97	d_bestthings_99	d_otherthings	d_taste	d_tastetext	d_jikokoalast	d2_cough_resp	d2_breath_resp	d2_hours_resp	d2_cough_child	d2_breath_child	d2_hours_child	f_health_trad_adult	f_health_trad_child	f_health_longterm	f_health_jikokoa	f_health_work	d_beanmax	d_beanmin	d_beans1a	d_beans2a	d_beans3a	d_beans4a	d_beans5a	d_beans6a	d_beans7a	d_beans8a	d_beans9a	d_beans10a	d_beans11a	d_beans12a	d_beans13a	d_beans14a	d_beans15a	d_beans16a	d_beans17a	d_beans18a	d_beans19a	d_beans20a	d_beans1	d_beans2	d_beans3	d_beans4	d_beans5	d_beans6	d_beans7	d_beans8	d_beans9	d_beans10	d_beans11	d_beans12	d_beans13	d_beans14	d_beans15	d_beans16	d_beans17	d_beans18	d_beans19	d_beans20	d_beanstotal	beans_no20	durationbeliefs	prac_decisions1	prac_decisions2	prac_decisions3	decisions1	decisions2	decisions3	decisions4	decisions5	durationeffort	g_invest	g_outcome	fixed	win	totallose	totalwin	comment_risk	durationrisk	numbersame	durationtotal	instanceid	formdef_version	key	a_village
"Apr 17, 2019 4:44:32 PM"	"Apr 17, 2019"	"3.59E+14"	5392	"Mukuru"	"62cf07a"	1	62	1	"Village MCCB"	162	44	0	4	2	3	1	""	1	1	0	1	1	0	1	0	0	""	400	400		300				200		10			0		3	"96"	0	0	0	0	0	0	0	0	0	0	0	0	1	""	"96"	0	0	0	0	0	0	0	0	0	0	0	0	1	100	1	50	100	"4"	0	0	0	1	0	0	0	0	0	0	"On Friday to welcome the Sabbath"	200	2017	1	0	1	""	4300	"97"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	300	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	800	"6"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	"3"	0	0	1	0	0	"6"	0	0	0	0	0	1	0	96	0	0	0	0	0	0	1	2	18000	2	2	2	"5"	0	0	0	0	1	0	0	0	0	0	0							"1"	1	0	0	0	0	0	0	0	0	0	0	"1"	1	0	0	0	0	0	0	0	0	0	0	0	1000	18000				2	0	4	2	4	0	0	2093	105	208	151.75	10470	-999	-999	950	925	""	2656	"7 9"	0	0	0	0	0	0	0	0	1	0	1	0	0	"1 5"	1	0	0	0	1	0	0	0	0	""	3	""	144	0	0	0	1	1	0	4	4	1	4	0	5000	4500				20																	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20		3584	5	6	5	8	3	5	2	1	4583	200	0	200	600	300	900	"No"	5008	1	5390	"uuid:d6d7f1fe-195f-41f9-98b6-ec3b9f6b52ec"	1904161909	"uuid:d6d7f1fe-195f-41f9-98b6-ec3b9f6b52ec"	"."
"Apr 17, 2019 5:00:14 PM"	"Apr 17, 2019"	"3.59E+14"	5655	"Mukuru"	"2271c36"	1	320	1	"Mukuru-MCCB"	466	44	0	4	2	3	1	"Candle"	1	1	0	0	0	0	1	1	0	"Candle"	700	700		100									50	0	3	"96"	0	0	0	0	0	0	0	0	0	0	0	0	1	"But from only a charcoal shop"	"96"	0	0	0	0	0	0	0	0	0	0	0	0	1	100	2	50	100	"4 8"	0	0	0	1	0	0	0	1	0	0	""	350	2018	10	12	1	""	5500	"199 97"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	600	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1300	"7"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	"1"	1	0	0	0	0	"2"	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	2	5000	2	4	2	"5"	0	0	0	0	1	0	0	0	0	0	0							"1"	1	0	0	0	0	0	0	0	0	0	0	"1"	1	0	0	0	0	0	0	0	0	0	0	3200	10000	5000		6000		0	0	0	0	12	0	0	616	105	208	1011.75	1445	555	450	935	964	""	616	"8"	0	0	0	0	0	0	0	0	0	1	0	0	0	"1"	1	0	0	0	0	0	0	0	0	"It saves charcoal"	3	""	4	0	1	0	1	0	0	4	4	4	1	50	0	0	20																				20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20		616	12	12	10	12	12	12	11	11	616	100	1	300	300	400	700	""	616	1	5618	"uuid:dfff77e8-9224-46db-a23f-271d993626fd"	1904161909	"uuid:dfff77e8-9224-46db-a23f-271d993626fd"	"."
"Apr 17, 2019 5:20:52 PM"	"Apr 17, 2019"	"3.56E+14"	5027	"Mukuru"	"d773b91"	1	223	1	""	457	37	1	4	1	3	1	""	1	0	0	0	1	0	1	0	0	""	400	400								50			100		5	"4 5 9"	0	0	1	1	0	0	0	0	1	0	0	0	0	""	"4 9"	0	0	1	0	0	0	0	0	1	0	0	0	0	100	1	50	100	"4"	0	0	0	1	0	0	0	0	0	0	"Mondays kwa sababu ako nyumbani siku yote"	500	2018	12	12	3	""	4500	"7"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	96	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"7"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	"3"	0	0	1	0	0	"1"	1	0	0	0	0	0	0	3	0	0	1	0	0	0	0	2	0	1	1	1	"97"	0	0	0	0	0	0	0	0	0	0	1							"1"	1	0	0	0	0	0	0	0	0	0	0	"1"	1	0	0	0	0	0	0	0	0	0	0	700	5800	6000		1200		4	3	1	0	1	3	0	2287	105	208	123.5	-999	-999	-999	-999	-999	""	3100	"3"	0	0	0	0	1	0	0	0	0	0	0	0	0	"1 5"	1	0	0	0	1	0	0	0	0	""	5	""	156	1	1	12	1	1	1	5	2	1	2	100	10000	7000						10	6	4													0	0	0	0	0	10	6	4	0	0	0	0	0	0	0	0	0	0	0	0	20		3680	1	1	5	5	9	1	14	2	4509	100	0	300	300	400	700	""	4740	1	5024	"uuid:ee442240-8000-46ee-ab21-445293a88758"	1904161909	"uuid:ee442240-8000-46ee-ab21-445293a88758"	"."
"Apr 17, 2019 5:36:59 PM"	"Apr 17, 2019"	"50:46:5d:0e:7e:81"	4732	"Mukuru"	"91032f2"	1	140	1	""	309	44	0	4	2	3	1	""	1	1	0	0	1	0	1	0	1	""	400	300	0	150	0					5	0		400		3	"9"	0	0	0	0	0	0	0	0	1	0	0	0	0	"Irish potatos"	"9"	0	0	0	0	0	0	0	0	1	0	0	0	0	100	1	80	120	"5"	0	0	0	0	1	0	0	0	0	0	""	350	2016	2	3	0	""	3000	"18"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	700	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	"7 8"	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	"1 3"	1	0	1	0	1	"96"	0	0	0	0	0	0	1	4	0	0	0	1	0	0	0	2	-999	4	2	1	""												2	0	1	0	0	0	"1"	1	0	0	0	0	0	0	0	0	0	0	"1"	1	0	0	0	0	0	0	0	0	0	0	112	2500	25000	2000			3	1	4	0	2	2	0	1705	102	208	1011.75	10470	1665	470	925	913	""	2119	"3 4 5 6 10"	0	0	0	0	1	1	1	1	0	0	0	1	0	"1 5 7"	1	0	0	0	1	0	1	0	0	""	3	""	156	0	1	0	1	1	9	3	4	4	5	200	12000	10000									10	10											0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	20		2925	10	17	15	14	14	8	17	8	3554	100	1	300	300	400	700	""	3882	1		"uuid:25babdb2-385a-4005-b7c8-0a1168afd519"	1904161909	"uuid:25babdb2-385a-4005-b7c8-0a1168afd519"	"."
"Apr 17, 2019 5:37:00 PM"	"Apr 17, 2019"	"50:46:5d:0e:7e:81"	6600	"Mukuru"	"70ba83b"	1	18	1	""	149	44	0	2	0	3	3	""	1	1	1	1	1	0	1	0	0	""	600	300		50		150		850		2			300		5	"96"	0	0	0	0	0	0	0	0	0	0	0	0	1	""	"96"	0	0	0	0	0	0	0	0	0	0	0	0	1	100	1	100	100	"1 6"	1	0	0	0	0	1	0	0	0	0	""	400	-999	98	4	0	""	4500	"23"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	700	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1100	"4 5"	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	"1 2"	1	1	0	0	1	"3 4 5"	0	0	1	1	1	0	0	4	0	0	0	1	0	0	0	2	500	2	1	1	"5 9"	0	0	0	0	1	0	0	0	1	0	0							"2"	0	1	0	0	0	0	0	0	0	0	0	"4"	0	0	0	1	0	0	0	0	0	0	0	750	2000	10000	60000		7000	2	1	3	1	3	2	0	1365	105	208	1011.75	10470	1665	250	85	63.75	""	1837	"22 3 4 5 6 7 8 9 10"	0	0	0	1	1	1	1	1	1	1	1	1	0	"1 5 6 7"	1	0	0	0	1	1	1	0	0	""	4	""	52	1	1	3				4	4	4	3	2000	10000	7500							15	5													0	0	0	0	0	0	15	5	0	0	0	0	0	0	0	0	0	0	0	0	20		2587	13	18	6	19	8	12	14	14	2807	100	1	300	300	400	700	""	3628	1	5842	"uuid:e0e6f718-0486-4bda-a0d6-410e31cd068b"	1904161909	"uuid:e0e6f718-0486-4bda-a0d6-410e31cd068b"	"."
"Apr 17, 2019 5:42:54 PM"	"Apr 17, 2019"	"3.56E+14"	6787	"Mukuru"	"4c8ea10"	1	268	1	""	1459	3	0	5	3	3	1	""	1	0	0	1	0	0	1	0	0	""	350	350						50					120		5	"96"	0	0	0	0	0	0	0	0	0	0	0	0	1	""	"4 7"	0	0	1	0	0	1	0	0	0	0	0	0	0	350	1	320	450	"2"	0	1	0	0	0	0	0	0	0	0	""	400	2018	7	28	1	""	4500	"15"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	680	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	"7"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	"1 3"	1	0	1	0	0	"6"	0	0	0	0	0	1	0	96	0	0	0	0	0	0	1	1	5000	2	2	2	"10"	0	0	0	0	0	0	0	0	0	1	0							""												"97"	0	0	0	0	0	0	0	0	0	0	1	0	4000	50000				3	0	0	3	6	0	0	3402	105	208	123.5	-999	-999	-999	-999	-999	""	3402	"3 7"	0	0	0	0	1	0	0	0	1	0	0	0	0	"1 7"	1	0	0	0	0	0	1	0	0	""	4	""	260	1	0	20	0	0	0	1	4	3	1	5000	15000	5000					4	0	5	3	3	0	0	5									0	0	0	0	4	0	5	3	3	0	0	5	0	0	0	0	0	0	0	0	20		3402	2	3	5	3	3	3	2	5	3402	100	1	300	300	400	700	""	3402	1	5635	"uuid:2ec66f10-b2de-48f3-a84d-b6c89413b665"	1904161909	"uuid:2ec66f10-b2de-48f3-a84d-b6c89413b665"	"."
"Apr 17, 2019 5:57:33 PM"	"Apr 17, 2019"	"3.56E+14"	6805	"Mukuru"	"07181c7"	1	258	1	""	624	3	0	4	2	3	4	""	1	1	0	0	1	0	1	0	0	""	500	250		10						0			300		2	"96"	0	0	0	0	0	0	0	0	0	0	0	0	1	""	"96"	0	0	0	0	0	0	0	0	0	0	0	0	1	100	1	100	100	"2 6 8"	0	1	0	0	0	1	0	1	0	0	""	500	2017	4	12	1	"She buys one jiko  in every two years"	3000	"199"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	500	"6"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	"3"	0	0	1	0	0	"6"	0	0	0	0	0	1	0	6	0	0	0	0	0	1	0	2	10000	5	5	4	"6"	0	0	0	0	0	1	0	0	0	0	0							"6"	0	0	0	0	0	1	0	0	0	0	0	"6"	0	0	0	0	0	1	0	0	0	0	0	0	4500	99				2	1	2	0	4	3	0	2362	105	18929	1011.75	10478	13650	99	99	99	"Respondent did only number 1,2,3,4 and 5"	2362	"3"	0	0	0	0	1	0	0	0	0	0	0	0	0	"1 5 6"	1	0	0	0	1	1	0	0	0	""	5	""	260	1	0	5	0	0	0	3	4	4	3	230	1300	1000	8	12																			8	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20		2362	1	9	1	1	1	1	1	1	2362	200	0	200	600	300	900	""	2363	1	6804	"uuid:42976eab-2aa1-4286-99e2-55a0ac767f1b"	1904161909	"uuid:42976eab-2aa1-4286-99e2-55a0ac767f1b"	"."
"Apr 17, 2019 6:15:59 PM"	"Apr 17, 2019"	"3.55E+14"	5614	"Mukuru"	"7.36E+34"	1	99	1	""	606	44	0	3	2	3	1	""	1	0	0	0	0	0	1	0	0	""	350	350											38		2	"96"	0	0	0	0	0	0	0	0	0	0	0	0	1	""	"5"	0	0	0	1	0	0	0	0	0	0	0	0	0	50	5	50	70	"4 97"	0	0	0	1	0	0	0	0	1	0	"The price was high when govt burnt use of charcoal"	200	2018	2	16	1	""	4500	"11"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	96	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"7"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	"96"	0	0	0	1	1	"2"	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	2	1500	4	4	4	"97"	0	0	0	0	0	0	0	0	0	0	1							"6"	0	0	0	0	0	1	0	0	0	0	0	"97"	0	0	0	0	0	0	0	0	0	0	1	0			500	10000		0	0	3	4	5	0	0	2416	105	208	123.5	1468	2885	440	935	914.5	""	3151	"3 7"	0	0	0	0	1	0	0	0	1	0	0	0	0	"1 5 99"	1	0	0	0	1	0	0	0	1	"Its clean in than one can easily getout the ash"	2	""	152	0	0	0	0	0	0	4	4	3	1	25	9000	4000				6	0	0	0	14													0	0	0	6	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	20		3811				12	14	9	4	7	4502	200	1	200	600	300	900	""	4788	1	5104	"uuid:b1b8eb2a-9d01-4912-9e5b-5c4e4e2f4f46"	1904161909	"uuid:b1b8eb2a-9d01-4912-9e5b-5c4e4e2f4f46"	"."
"Apr 17, 2019 7:00:36 PM"	"Apr 17, 2019"	"3.54E+14"	8250	"Mukuru"	"99b8543"	1	96	1	""	740	33	0	3	1	3	1	"Occasionally uses LPG"	1	0	0	1	0	0	1	0	0	""	300	300						170					75		8	"96"	0	0	0	0	0	0	0	0	0	0	0	0	1	""	"11"	0	0	0	0	0	0	0	0	0	1	0	0	0	50	1	40	60	"2 97"	0	1	0	0	0	0	0	0	1	0	"When she wants to cook githeri(maize and beans mixture) .She buys a big sack of charcoal that she uses for two months"	250	2016	3	12	1	"She can use one jiko for two months"	5200	"96"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000	"7 8"	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	"96"	0	0	0	1	0	"1"	1	0	0	0	0	0	0	96	0	0	0	0	0	0	1	1	6000	5	2	2	"5"	0	0	0	0	1	0	0	0	0	0	0							""												"1"	1	0	0	0	0	0	0	0	0	0	0	8000				2000		2	2	2	2	2	2	0	3337	105	210	-999	-999	-999	-999	-999	-999	""	3654	"3 7"	0	0	0	0	1	0	0	0	1	0	0	0	0	"99"	0	0	0	0	0	0	0	0	1	"Cooks food faster, uses less fuel"	4	"It will be more tasty"	104	1	1	2	1	1	0	3	1	1	2	0	18000	5000					5	4	3	5	0	0	0	0	0	0	3						0	0	0	0	5	4	3	5	0	0	0	0	0	0	3	0	0	0	0	0	20		4433	19	19	20	19	19	17	15	19	6149	200	0	200	600	300	900	""	6670	2	6891	"uuid:88fddba0-f6d5-4c14-8eb8-41c7eb749933"	1904161909	"uuid:88fddba0-f6d5-4c14-8eb8-41c7eb749933"	"."
"Apr 17, 2019 7:00:39 PM"	"Apr 17, 2019"	"3.54E+14"	8238	"Mukuru"	"ea79211"	1	62	1	""	82	37	0	3	2	3	1	"Gas only for cooking tea or an egg for it to last long"	1	1	0	1	1	0	1	0	0	""	600	600		50				53		50			100		2	"96"	0	0	0	0	0	0	0	0	0	0	0	0	1	"They only sell charcoal"	"96"	0	0	0	0	0	0	0	0	0	0	0	0	1	100	1	100	100	"6 8"	0	0	0	0	0	1	0	1	0	0	"The price of charcoal has been Ksh 100 since late last year,it has not decreased from 100"	250	2017	5	20	1	"She uses 1 jiko for two years"	4000	"50"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	96	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"6 7"	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	"1"	1	0	0	0	0	"96"	0	0	0	0	0	0	1	3	0	0	1	0	0	0	0	2	800	5	2	2	""												2	0	1	0	0	0	"1"	1	0	0	0	0	0	0	0	0	0	0	"1"	1	0	0	0	0	0	0	0	0	0	0	0	5200	15000				4	4	0	4	0	0	0	3666	105	208	950.0065	-999	7320	-999	-999	-999	""	4531	"3"	0	0	0	0	1	0	0	0	0	0	0	0	0	"5 99"	0	0	0	0	1	0	0	0	1	"Uses less charcoal"	3	"Taste will be the same"	104	0	0	0	0	0	0	3	3	1	4	100	16800	6750						2	3	2	3	4	2	3	1	0							0	0	0	0	0	2	3	2	3	4	2	3	1	0	0	0	0	0	0	0	20		5659	19	19	17	19	20	17	16	13	6793	150	0	250	450	350	800	""	7057	1		"uuid:603aebed-5652-4d89-b7b2-e095e138905d"	1904161909	"uuid:603aebed-5652-4d89-b7b2-e095e138905d"	"."
"Apr 17, 2019 7:07:04 PM"	"Apr 17, 2019"	"3.56E+14"	5501	"Mukuru"	"dbe359d"	1	146	1	""	414	7	1	4	2	3	1	""	1	1	0	0	1	0	1	0	0	""	340	340		100						30			250		5	"96"	0	0	0	0	0	0	0	0	0	0	0	0	1	""	"96"	0	0	0	0	0	0	0	0	0	0	0	0	1	340	3	250	380	"6"	0	0	0	0	0	1	0	0	0	0	""	450	2006	9	0	8	""	4300	"7"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550	96	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0 1"	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	"1"	1	0	0	0	1	"1"	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	3000	4	2	1	"6"	0	0	0	0	0	1	0	0	0	0	0							""												"1 6"	1	0	0	0	0	1	0	0	0	0	0	0	960	12480	7000	0		6	0	4	0	2	0	0	1975	105	208	1011.75	1468	1665	0	935	913.75	""	1975	"3 4"	0	0	0	0	1	1	0	0	0	0	0	0	0	"1 5 7"	1	0	0	0	1	0	1	0	0	""	3	""	260	1	1	6	1	1	0	4	5	4	2	250	4080	3000			7	13																	0	0	7	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20		1975	1	1	1	1	1	1	1	1	1975	300	1	100	900	200	1100	""	1975	1		"uuid:a2d6d600-c476-4a07-b6bb-8f0864a8e80f"	1904161909	"uuid:a2d6d600-c476-4a07-b6bb-8f0864a8e80f"	"."
